2019 1 12 16  17 19.9	31.27	103.45	8	ML	0.2	eq	四川汶川
2019 1 12 14  44 32.7	31.67	103.13	14	ML	1.3	eq	四川理县
2019 1 12 13  26 18.2	31.04	103.00	5	ML	0.4	eq	四川汶川
2019 1 12 7 4 49 12.3	31.67	103.12	20	ML	2.7	eq	四川理县
2019 1 12 4 4 44 26.3	31.67	103.14	15	ML	2.0	eq	四川理县
2019 1 12 4 4 44 02.0	31.67	103.14	15	ML	1.0	eq	四川理县
2019 1 11 23  12 19.0	31.21	103.50	4	ML	0.9	eq	四川汶川
2019 1 11 23  54 46.5	30.80	103.39	14	ML	0.4	eq	四川崇州
2019 1 11 22  01 03.0	30.35	102.97	18	ML	0.6	eq	四川芦山
2019 1 11 15  04 29.1	31.77	102.27	8	ML	0.6	eq	四川马尔康
2019 1 11 14  52 15.6	31.79	102.29	15	ML	0.3	eq	四川马尔康
2019 1 11 11  52 31.7	31.77	102.27	9	ML	1.1	eq	四川马尔康
2019 1 11 10  40 14.2	31.77	102.28	5	ML	0.7	eq	四川马尔康
2019 1 11 9 4 49 50.4	31.77	102.28	14	ML	3.9	eq	四川马尔康
2019 1 11 8 4 44 44.0	31.77	102.27	14	ML	0.9	eq	四川马尔康
2019 1 11 6 5 56 52.0	30.27	102.95	19	ML	2.1	eq	四川芦山
2019 1 11 4 7 07 39.2	31.11	103.34	14	ML	1.2	eq	四川汶川
2019 1 10 13  09 57.8	31.69	103.17	2	ML	0.4	eq	四川理县
2019 1 10 10  28 05.2	31.66	103.11	13	ML	0.3	eq	四川理县
2019 1 10 9 1 19 38.3	30.02	102.66	6	ML	0.5	eq	四川天全
2019 1 10 7 2 23 44.4	31.48	103.97	19	ML	2.3	eq	四川绵竹
2019 1 10 5 8 08 48.8	31.22	103.47	5	ML	0.6	eq	四川汶川
2019 1 10 3 2 29 11.5	31.67	103.13	2	ML	0.8	eq	四川理县
2019 1 9 23 - 46 47.5	31.34	103.16	5	ML	0.8	eq	四川理县
2019 1 9 22 4 04 24.6	31.30	103.47	7	ML	0.6	eq	四川汶川
2019 1 9 20 - 55 15.8	31.66	103.11	11	ML	1.8	eq	四川理县
2019 1 9 6 27 27 50.9	31.33	103.77	5	ML	0.3	eq	四川彭州
2019 1 8 22 - 34 03.2	31.30	103.68	18	ML	1.0	eq	四川都江堰
2019 1 7 13 4 48 35.4	31.96	102.75	14	ML	1.1	eq	四川黑水
2019 1 7 8 23 23 11.5	30.07	102.72	4	ML	0.8	eq	四川天全
2019 1 6 11 8 08 54.5	31.28	103.57	1	ML	0.2	eq	四川汶川
2019 1 6 7 32 32 28.2	31.54	103.99	15	ML	0.2	eq	四川绵竹
2019 1 5 18 4 04 12.5	31.17	103.45	18	ML	1.3	eq	四川汶川
2019 1 5 16 1 16 46.2	31.69	103.20	7	ML	0.5	eq	四川理县
2019 1 4 23 - 41 59.4	30.22	102.03	3	ML	0.5	eq	四川康定
2019 1 4 4 20 20 33.1	31.02	103.31	2	ML	0.8	eq	四川汶川
2019 1 4 1 30 30 23.4	31.44	103.91	15	ML	0.2	eq	四川什邡
2019 1 3 18 2 21 28.4	31.70	103.18	13	ML	0.5	eq	四川理县
2019 1 3 18 1 18 56.0	31.91	103.63	5	ML	0.5	eq	四川茂县
2019 1 3 16 1 15 27.2	31.60	103.18	22	ML	0.4	eq	四川理县
